ONEOFF_PURCHASES,PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
0,1,1,12.224702,0,12
450,0.818182,0,496.215787,0,11
0,1,1,193.76002,0,12
0,0.416667,0.416667,177.375481,0.75,12
910.46,0.583333,0.416667,153.924261,0.5,12
0,0.25,0.25,59.907285,0,12
544.3,0.666667,0.416667,165.185385,0.166667,12
0,0.083333,0.083333,654.861921,0,12
0,1,1,96.838061,0.2,12
648.9,0.25,0,156.724637,0.25,12
0,0.181818,0.090909,210.244734,1,11
165.57,0.166667,0,117.075212,1,12
0,0.583333,0.583333,120.226935,0.888889,12
0,0.75,0.75,444.166223,0,12
0,0.75,0.75,207.773791,0.083333,12
0,0,0,1202.98256,0.083333,12
0,0,0,519.466863,0,12
0,0,0,418.773876,0,12
0,0,0,814.423515,0,12
0,0.666667,0.666667,165.879808,0.083333,12
0,1,0.916667,631.508634,0,12
0,0.666667,0.666667,115.36213,0.272727,12
0,0.333333,0.25,220.621064,1,12
1065.65,0.333333,0,830.737525,0.083333,12
656.6,1,1,635.438391,0,12
0,1,1,179.311685,1,12
0,1,1,785.942834,0,12
0,0,0,574.800789,0,12
2071.92,0.5,0,59.598451,0,12
253.31,0.333333,0,536.299167,0,12
1111.4,0.166667,0,139.892334,0,12
0,0.75,0.75,330.422815,0,12
151.7,0.333333,0.25,162.941232,1,12
0,0,0,,0,6
0,0,0,931.105425,0,8
0,0,0,319.086971,0,6
0,0,0,703.035014,0,12
0,0.833333,0.833333,902.25194,0,12
0,0,0,217.492643,0,12
0,0,0,281.679401,0,12
112,0.818182,0.636364,132.358795,0.333333,11
0,0,0,473.598415,0,10
149.15,0.833333,0.666667,413.19731,0,12
0,0,0,1138.177921,0,10
804.06,0.916667,0.75,671.274132,0,12
801.77,0.25,0,545.14376,0,12
89.9,0.090909,0,640.013396,0,11
0,0,0,1639.238121,0,6
0,0.833333,0.75,14.574311,0,12
0,0.583333,0.5,141.715486,0,12
65.8,0.166667,0,474.861178,0,6
0,1,1,239.73565,0,12
114,0.083333,0,57.299031,0,12
35,0.083333,0,59.475914,0.333333,12
0,0,0,45.299293,1,9
1132.05,0.75,0.5,197.512598,0.875,12
0,0,0,186.866403,0.285714,12
0,0.75,0.75,829.465424,0,12
459,0.166667,0,310.111406,0,12
90.7,0.25,0.083333,491.781046,0,12
1223,0.5,0.25,835.160618,0,12
466.83,0.583333,0.25,331.451667,0,12
0,0.909091,0.909091,121.135771,0,11
269.93,0.25,0,210.156238,0.222222,12
135,1,0.857143,102.687073,0.166667,7
0,0.166667,0.166667,,0,12
0,0,0,82.578321,0,12
0,0.75,0.75,823.90416,0,12
0,0.666667,0.666667,149.575815,0.375,12
0,0.166667,0.166667,123.107146,0.666667,12
813.55,0.916667,0.833333,135.98691,0.583333,12
0,0.916667,0.916667,162.066617,0.090909,12
0,1,1,66.346615,0.333333,12
909.45,0.916667,0.833333,164.309823,0.181818,12
194.57,0.166667,0,169.999931,0,12
0,1,1,167.731583,0,12
0,0,0,263.756386,0.125,10
1302,0.666667,0.666667,328.146908,0,12
1243.45,1,0.666667,114.611791,0.916667,12
45.65,1,1,405.279545,0,12
102,0.166667,0,41.427923,0,12
0,0.833333,0.833333,1127.577542,0,12
0,0.666667,0.666667,1256.70522,0,12
0,0,0,387.526832,0,11
0,0,0,209.002905,0,8
249.54,0.833333,0.75,163.756802,0.444444,12
0,0.181818,0.181818,80.075627,0.333333,11
0,0.416667,0.416667,,0,12
1207.42,0.583333,0,294.572557,0,12
0,0,0,276.344591,0,12
6.9,0.083333,0,4.763689,0,12
107.94,0.166667,0,184.381222,0.2,6
0,0.833333,0.833333,187.61419,0.083333,12
1132.59,0.416667,0.083333,275.097439,0,12
245,0.083333,0,,0,12
0,1,1,428.424098,0,12
594.7,0.416667,0,1430.850565,0.083333,12
0,1,1,159.039023,0.5,12
0,1,1,172.112042,0.25,12
0,0,0,220.507641,0.090909,12
55,0.090909,0,759.519555,0,11
0,1,1,161.590149,0,12
0,0,0,279.05917,0,12
0,0,0,406.16845,0,12
0,0,0,162.457032,0.375,10
0,1,1,6521.086012,0,12
0,0.5,0.5,179.412181,0,12
0,0,0,267.413513,0,12
60,0.125,0,,0,8
27.79,0.083333,0,99.950697,1,12
0,0.909091,0.909091,159.727823,0,11
5838.38,1,0.916667,1067.515656,0,12
0,0.25,0.166667,327.165449,0,12
0,0.583333,0.583333,1851.570072,0,12
200,0.083333,0,725.821711,0,12
0,0.416667,0.416667,82.359493,0.363636,12
27.22,0.083333,0,220.943631,0,12
0,0.916667,0.916667,71.701127,0.9,12
191,0.142857,0,354.529079,0,7
374.95,0.166667,0,1781.660007,0,12
0,0.916667,0.916667,154.938486,0.909091,12
763.71,0.083333,0,166.360313,0,12
0,0,0,14.847368,0.090909,12
130,0.875,0.75,1026.828021,0,8
0,0.416667,0.416667,238.811356,0.111111,12
1427.83,0.333333,0,,0,6
0,0,0,64.837252,0.5,12
45.65,0.083333,0,1879.235176,0,12
0,0.416667,0.416667,193.242502,0,12
0,0.25,0.25,170.875613,0.222222,12
0,1,0.875,112.081828,0.666667,8
0,0,0,306.059548,0,12
0,1,1,328.466313,0,12
0,0,0,525.168936,0.3,12
214,0.454545,0.272727,194.850359,0,11
2423.42,0.833333,0.5,207.884434,0.25,12
0,1,0.888889,2027.077624,0,9
0,0.666667,0.5,85.787699,1,6
0,0,0,329.503756,0.083333,12
0,0,0,286.451636,0,9
0,0,0,51.162505,0.111111,12
112,0.916667,0.916667,165.122729,0.583333,12
0,0.833333,0.75,153.504488,0.083333,12
0,0.583333,0.5,195.624534,1,12
0,1,1,154.937506,0.416667,12
119,0.416667,0.416667,97.439864,0.4,12
0,0,0,203.241132,0.083333,12
0,0,0,12748.98306,0,11
0,0.916667,0.916667,178.815435,0.583333,12
219,1,1,163.204795,0.166667,12
0,0,0,357.211595,0,12
292.5,0.833333,0,193.835236,0.833333,12
3552.44,0.916667,0,228.639344,1,12
50.37,0.363636,0.181818,454.540546,0,11
217.5,0.5,0.333333,2006.976997,0,12
0,1,1,1024.833655,0.25,12
40.7,0.166667,0,18.569907,0,12
0,1,1,201.315774,0.666667,12
0,1,1,155.920337,0.416667,12
0,0.833333,0.833333,165.855405,0.727273,12
0,0,0,,0,8
103.91,0.083333,0,397.704005,0.083333,12
898.2,0.416667,0,659.255972,0,12
0,0,0,513.327849,0,12
0,0,0,,0,6
0,0.5,0.416667,373.020675,0.166667,12
236.13,0.833333,0.75,163.678643,0,12
869.81,0.7,0.5,395.334212,0,10
384.04,0.5,0.416667,8608.53291,0,12
88.47,0.583333,0.416667,190.9106,0.8,12
0,1,1,11795.28096,0.083333,12
0,1,0.875,165.553894,0,8
0,0,0,543.579985,0,12
280,0.1,0,136.958891,0,10
0,0.666667,0.5,156.323105,0,12
0,1,1,758.120882,0,12
233.54,0.333333,0,205.99605,0,6
0,0,0,160.331541,0,6
0,0,0,418.981666,0,12
0,0,0,339.698592,0.166667,12
0,0,0,1966.521666,0,7
0,1,0.916667,195.433258,0,12
0,1,1,75.007289,0.333333,12
66,0.083333,0,539.587943,0,12
0,0,0,347.033488,0,12
0,1,1,180.400196,0.833333,12
0,0.888889,0.777778,122.755349,0,9
0,1,1,178.180098,0.666667,12
1508.89,1,0.916667,858.654032,0,12
108.85,0.333333,0,137.064172,0,12
674.67,0.416667,0,167.18485,1,12
0,1,1,195.131923,0,12
1012.31,0.555556,0,2405.600709,0,9
0,0,0,312.967911,0,12
0,0,0,582.501738,0,12
0,1,1,137.21437,0.181818,12
0,1,1,170.717097,1,12
0,0,0,632.612856,0,12
0,0,0,476.302544,0,9
0,1,0.909091,88.003769,0,11
1000,0.083333,0,215.712999,0,12
0,0.583333,0.5,1598.733913,0,12
0,0,0,582.608195,0,12
74.23,1,0.857143,1066.288428,0.166667,7
421.12,0.083333,0,1397.322018,0,12
0,0,0,1404.889491,0,9
420.54,0.916667,0.916667,1159.79285,0,12
839.95,0.875,0.625,221.76596,0,8
197.39,1,0.916667,96.554895,0.5,12
833.24,1,1,202.854078,0.666667,12
181.61,0.5,0.166667,128.452063,0,6
0,0,0,665.888853,0,12
0,0,0,82.94693,0,6
44,0.083333,0,4080.472538,0,12
0,0,0,506.798212,0,9
0,0,0,288.255952,0,12
0,0,0,313.808062,0,12
57,0.090909,0,79.49349,0,11
208,0.142857,0,133.729514,0,7
51.02,0.142857,0,70.412367,0,7
0,1,0.875,1643.554755,0,8
0,1,1,188.392562,0.5,12
269.5,0.916667,0.833333,164.585216,0.818182,12
0,0,0,82.738431,0.333333,12
25.62,0.666667,0.666667,123.11519,0.111111,12
0,0.166667,0.166667,,0,12
0,1,0.857143,521.876562,0,7
0,1,1,176.998221,1,12
0,0,0,,0,12
86.03,0.083333,0,,0,12
0,1,1,34.928987,0.555556,12
0,1,1,224.451595,0,12
306,0.125,0,118.324082,0,8
0,1,0.9,142.426777,0.625,10
55,0.083333,0,119.086777,0,12
0,0.75,0.666667,172.278333,1,12
0,0.333333,0.333333,171.875166,0,12
0,1,1,180.5486,0.083333,12
360,0.454545,0.363636,222.366993,0,11
0,0.166667,0.166667,41.034906,0,12
838.41,0.333333,0.083333,364.106153,0,12
0,0.5,0.5,85.012713,0.777778,12
0,0,0,409.831519,0,11
0,0,0,191.090262,0.333333,12
0,1,0.916667,184.185967,0.8,12
0,1,1,7433.189695,0,12
0,0.333333,0.333333,478.201727,0.166667,12
0,0,0,42.063009,0.333333,11
339.64,1,0.444444,416.727752,0,9
1114.26,0.416667,0,411.865777,0,12
0,0.285714,0.285714,152.279898,0,7
0,1,1,2621.829478,0.166667,12
1062.12,0.75,0.583333,157.957039,0.25,12
260,1,0.888889,163.120714,0.428571,9
0,1,1,260.87584,0,12
1846.81,0.625,0,297.503609,0,8
630,0.083333,0,181.044246,0,12
0,0.666667,0.666667,154.489371,1,12
50,0.909091,0.818182,1214.818774,0,11
0,0.916667,0.916667,177.476329,0.636364,12
293.98,0.5,0.416667,33.246072,0,12
0,0,0,538.396872,0,7
0,0,0,338.005067,0,8
0,1,1,151.76408,0.909091,12
2514.89,0.333333,0,104.458857,0,12
0,1,1,178.84094,0.916667,12
0,0,0,43.653577,0,12
0,0,0,2022.852618,0,11
49.9,0.9,0.8,68.453971,0.2,10
0,1,1,224.709953,0.083333,12
0,0,0,623.084326,0,12
1834.5,0.666667,0,144.302741,0,12
0,0.25,0.25,131.476836,0.5,12
0,0,0,184.448949,0,9
0,1,0.916667,163.318599,0.666667,12
71.52,1,1,174.80595,0.083333,12
392.7,1,1,457.606999,0.090909,12
0,1,1,132.697082,0.4,12
0,1,1,136.997509,0.416667,12
214,1,1,131.473679,0.090909,12
0,0.25,0.166667,42.434715,0.1,12
1111.4,0.818182,0.090909,138.869649,1,11
1148.31,0.25,0,46.962114,0.1,12
1100,0.142857,0,254.548736,0,7
165.79,0.833333,0.583333,197.031451,0.444444,12
214,1,0.916667,200.793531,0,12
130,0.333333,0.25,126.509061,1,12
0,0,0,301.379427,0,10
1146.06,0.75,0.083333,262.260305,0.083333,12
0,0.083333,0.083333,27.54692,0.090909,12
567.95,0.583333,0.333333,126.386467,0.666667,12
0,0.666667,0.583333,1481.732235,0,12
1661.76,1,1,237.202081,0,12
0,0,0,257.022991,0,10
140,0.583333,0.5,617.663955,0,12
209.7,1,0.916667,296.529297,0,12
0,0.25,0.25,,0,12
479.98,0.090909,0,31.147044,0,11
0,0,0,412.70964,0,12
0,0.416667,0.333333,43.39952,0,12
0,0.25,0.25,,0,12
0,0.25,0.25,136.908362,1,12
37,0.666667,0.666667,567.942336,0,12
0,0.833333,0.666667,86.535841,1,6
0,0.5,0.416667,177.079948,0,12
0,0,0,349.836034,0,12
0,0,0,475.195844,0.090909,12
0,0,0,2394.242819,0,12
126,0.090909,0,81.346722,0,11
0,0.833333,0.75,128.36766,0.555556,12
467.02,0.833333,0.75,168.458237,0.888889,12
0,1,1,596.811325,0.166667,12
0,0.583333,0.5,154.85954,0.6,12
110,0.833333,0.75,443.644764,0.111111,12
453.9,0.583333,0.416667,251.998399,0,12
509.55,0.25,0,194.915188,0.1,12
287,1,1,118.817204,0.1,12
0,0,0,379.47676,0,12
0,0,0,905.569605,0.166667,8
0,0,0,180.059986,0.090909,12
0,0,0,252.245693,0,12
0,0,0,248.656446,0,12
146.29,0.25,0.166667,168.008886,0,12
0,0.166667,0.083333,150.600846,1,12
351.89,0.333333,0,421.253268,0.2,9
0,1,1,95.559258,0.75,12
0,0,0,,0,8
0,0.25,0.25,130.700011,0.333333,12
0,0.5,0.5,1711.207196,0,12
0,0.166667,0.166667,100.452439,0,12
0,0.25,0.25,194.011886,0,12
290,0.083333,0,169.978474,0,12
2051.97,1,0.454545,784.75479,0,11
0,0.916667,0.833333,359.953614,0.25,12
0,0,0,2453.164396,0,12
106.89,1,0.9,247.966507,0.111111,10
0,0.714286,0.571429,816.92918,0,7
0,0,0,105.639869,0.142857,12
0,0.166667,0.083333,,0,12
0,0.909091,0.909091,161.17012,0,11
0,0.444444,0.444444,29.715632,0,9
0,0,0,347.123363,0,12
0,1,1,936.940012,0,12
822.93,0.375,0,122.220568,0,8
754.47,0.25,0.083333,147.116092,0,12
0,0.416667,0.416667,122.22549,0.2,12
650,0.083333,0,456.684218,0,12
0,0,0,784.228406,0,12
1490.2,0.916667,0.833333,200.918114,0.3,12
68.22,0.166667,0,603.467365,0.1,12
717.96,1,1,170.851668,0.333333,12
0,0.833333,0.833333,3922.2855,0,12
0,0.916667,0.833333,1405.770584,0,12
65,0.125,0,723.25892,0,8
0,0,0,171.320451,0.25,12
0,0.666667,0.666667,84.360572,0,6
0,0.833333,0.833333,161.075173,0.272727,12
0,0.166667,0.083333,1451.756339,0.083333,12
0,0.75,0.666667,145.811693,1,12
165.29,0.222222,0,476.869478,0,9
0,0,0,41.34049,0,12
3276.57,0.583333,0.166667,226.156063,0.714286,12
0,1,1,166.30613,0.416667,12
965,0.25,0,210.582556,0,12
0,0.363636,0.363636,161.906196,0,11
837.61,1,1,443.907546,0,12
422.44,0.75,0.666667,10729.19416,0,12
0,0,0,406.996136,0.125,12
0,0.5,0.416667,153.094069,0.4,12
1622,0.166667,0,226.417326,0,12
0,0.5,0.416667,106.187568,0.1,12
0,1,1,183.976319,0.583333,12
0,0,0,887.366621,0,12
0,0,0,78.989438,0.333333,12
0,0,0,351.188041,0,12
396.26,0.571429,0,384.161979,0,7
0,0.083333,0.083333,,0,12
0,0.333333,0.333333,111.933386,0.75,12
0,1,1,171.545021,1,12
0,0,0,,0,6
0,0.5,0.5,,0,12
0,0.333333,0.333333,137.769926,1,12
0,1,1,154.14745,0.454545,12
0,0.75,0.666667,78.984685,0.142857,12
116,0.909091,0.818182,483.936762,0.125,11
2368.6,1,0.666667,184.244772,0.833333,12
26.53,0.083333,0,82.345774,0,12
350,0.083333,0,,0,12
0,1,1,3243.685151,0,12
320.02,1,1,176.27937,0.583333,12
65,0.083333,0,41.475045,0,12
924.39,1,1,316.469656,0,12
0,0.8,0.7,147.700045,0.666667,10
42.49,0.083333,0,86.839981,0,12
0,1,1,179.901343,0.666667,12
0,0.416667,0.416667,122.199314,0.166667,12
0,0.333333,0.333333,,0,12
0,0,0,534.469973,0,12
0,0,0,227.431211,0,6
0,0,0,695.004032,0,12
0,0,0,,0,8
276.79,0.1,0,,0,10
0,0,0,267.813111,0,9
862.74,0.666667,0,208.76782,0,12
0,0,0,74.387702,0.166667,12
116.9,0.8,0.7,156.747495,0.5,10
0,0.416667,0.416667,147.685817,1,12
0,0.666667,0.666667,96.602631,1,12
0,0.416667,0.416667,86.953988,0.363636,12
644.8,1,1,140.715638,0.454545,12
0,1,1,170.548573,0,12
0,1,0.833333,654.573104,0,6
0,0.416667,0.416667,14.845744,0,12
0,1,1,172.574308,0,12
70.77,0.083333,0,470.556714,0,12
80.75,0.083333,0,,0,12
0,0.666667,0.583333,122.228515,0.636364,12
0,0,0,452.597945,0,12
0,1,1,173.649797,0.083333,12
0,0.5,0.5,87.113913,0.142857,12
0,0.5,0.5,142.4175,0.5,12
50,0.5,0.5,370.576176,0,12
0,1,0.916667,17.773542,0.111111,12
0,0.916667,0.916667,27.137375,0,12
0,0.5,0.5,201.544737,0,12
0,1,0.888889,1091.69632,0,9
0,0.5,0.5,140.502909,0.666667,12
49,0.083333,0,232.605728,0,12
95,0.083333,0,40.142262,0,12
0,1,1,5737.912518,0,12
8.4,1,1,178.169321,0.833333,12
870.95,0.875,0.75,841.978782,0.2,8
0,0.5,0.5,80.115991,0.3,12
0,0.5,0.5,153.812848,1,12
0,1,1,275.706442,0,12
0,0.583333,0.583333,262.925278,0.25,12
0,0,0,162.556469,0.090909,12
2218.28,1,1,702.905059,0.083333,12
1131.46,0.2,0,69.561118,0,10
0,0.833333,0.75,171.008635,0.666667,12
0,0,0,163.411456,0,12
0,0,0,309.547058,0.833333,12
569,0.875,0.75,455.027879,0,8
964.72,1,0.583333,146.630282,0.888889,12
0,1,1,1509.468577,0,12
0,0,0,139.364536,0.6,12
0,0,0,168.6205,0.166667,12
0,0.6,0.6,323.058774,0,10
2512.69,0.75,0.083333,150.059679,0.833333,12
0,1,0.9,150.940292,0.25,10
1102.72,0.571429,0,188.906389,0,7
0,0.833333,0.833333,142.115057,0.909091,12
0,0,0,370.212719,0,7
0,0.583333,0.583333,133.229958,0.833333,12
0,1,1,2164.692811,0.916667,12
138.8,0.181818,0,86.807982,0.1,11
0,0,0,185.106686,0.1,12
0,0.666667,0.583333,,0,12
0,1,0.875,133.819552,0.285714,8
2088.59,0.916667,0.416667,206.78448,0.6,12
0,0,0,367.256442,0.5,12
171.98,0.083333,0.083333,,0,12
0,0.083333,0.083333,73.457648,0,12
0,0,0,450.229656,0,7
251.5,0.166667,0,42.09599,0,12
0,0,0,338.185134,0,8
1729.67,0.666667,0,127.46298,0.333333,12
0,1,1,167.726633,0,12
0,1,1,78.505742,0.166667,12
0,1,0.833333,82.95518,0,6
0,0,0,118.130398,0.333333,12
250,0.083333,0,409.577742,0,12
0,1,1,114.027084,0.7,12
0,0,0,252.04309,0,12
0,0,0,91.399854,0.5,11
0,0.833333,0.833333,87.93873,0.25,6
0,0,0,27.864982,0,12
0,0,0,118.174297,0,6
0,0,0,631.349828,0,11
0,0,0,,0,12
435,0.5,0.125,930.049801,0,8
0,0.25,0.25,419.071157,0,12
0,0,0,276.403192,0,12
0,0.5,0.5,143.33928,1,12
0,1,0.875,110.630755,0.5,8
171.6,0.875,0.75,1838.41015,0,8
0,1,1,921.657393,0,12
0,0.5,0.416667,313.807299,0,12
0,0,0,490.973854,0.090909,11
1083,0.25,0,,0,12
0,0.166667,0.166667,112.442224,0.5,12
0,0.083333,0.083333,644.26765,0,12
0,0.857143,0.714286,,0,7
0,0,0,621.58909,0,12
0,0,0,347.630216,0,12
0,0,0,354.747453,0.166667,12
0,1,1,160.911617,0.636364,12
49.9,0.666667,0.666667,167.150382,0,12
1629.83,0.583333,0,590.889201,0,12
0,1,1,134.915444,0.181818,12
0,0.666667,0.666667,156.449104,0.7,12
0,0.166667,0.166667,124.724211,1,12
0,1,1,168.935609,0,12
0,0,0,112.02371,0,12
0,0.666667,0.666667,137.193939,0.75,12
0,0,0,110.678562,0,7
0,0.583333,0.5,335.598994,0,12
4061.96,0.916667,0,92.058823,0.75,12
0,0,0,46.176547,1,12
2098.46,0.666667,0.5,121.245525,0.285714,12
0,0.666667,0.666667,8607.234543,0,12
0,0,0,146.858723,0,12
219.8,0.083333,0,374.70155,0,12
749.9,0.833333,0.75,186.651138,0,12
220.34,1,1,201.23698,0,12
111.3,0.083333,0,,0,12
0,1,1,82.527965,0.363636,12
0,0.25,0.25,153.286406,0.166667,12
0,0.083333,0.083333,62.491042,0,12
0,0.583333,0.5,653.219376,0,12
0,1,1,607.95748,0,12
0,0,0,294.743006,0,12
0,0,0,314.465218,0,12
83.48,0.666667,0.5,282.368125,0.083333,12
0,0.25,0.25,177.31285,1,12
0,1,1,179.901711,0,12
653.82,0.916667,0.666667,149.825296,0.375,12
0,1,1,257.530999,0,12
0,0.5,0.416667,139.86007,1,12
450,0.166667,0,170.661135,0,6
85,0.083333,0,214.535254,0,12
0,0.166667,0.083333,163.602544,0,12
0,0.833333,0.833333,150.53823,0.6,12
210,0.083333,0,127.542299,0,12
479.71,0.333333,0,18.092319,1,9
0,0,0,287.994171,0,11
0,1,1,131.685716,0,12
0,0.25,0.25,141.594889,0.25,12
256.69,0.083333,0,89.831553,0,12
0,1,1,165.000922,1,12
0,0.916667,0.833333,171.217707,0.375,12
0,0,0,1257.838972,0,12
0,0,0,310.343372,0,12
0,0,0,,0,7
0,0,0,169.743478,0.083333,12
0,0,0,99.150338,0.25,6
0,1,1,197.985876,0.416667,12
0,0,0,258.367496,0,6
0,1,1,1221.503449,0,12
0,0,0,186.99955,0,12
0,0.833333,0.833333,154.370997,0.636364,12
483.27,0.416667,0,181.91342,0,12
146.5,0.416667,0,142.251239,0,12
0,1,1,177.347797,0,12
218.59,0.083333,0,226.769925,0,12
0,1,0.875,1236.86484,0,8
0,0,0,301.626153,0,10
1419.31,0.875,0.75,129.61823,0.833333,8
3149.59,1,0.916667,218.172915,0.083333,12
0,0,0,171.458084,0,6
0,1,1,164.173138,0.166667,12
13,0.083333,0,308.356999,0,12
0,0.833333,0.833333,152.018763,0.083333,12
0,0.833333,0.833333,164.642311,0.166667,12
49.85,0.083333,0,234.780395,0,12
0,0.888889,0.777778,756.855462,0.333333,9
1042.4,0.25,0,89.164921,0.25,12
159,0.166667,0.083333,162.317863,0,12
0,0,0,365.565349,0,8
0,0.333333,0.333333,139.000402,1,12
0,0.333333,0.333333,143.667356,1,12
0,0,0,544.688317,0,11
0,0,0,312.807548,0,12
0,1,1,26.334342,0.2,12
0,0,0,533.337236,0,6
0,0,0,2021.959242,0,11
0,0,0,519.525787,0,12
0,1,1,167.269706,0.75,12
185,1,1,198.58317,0,12
737.3,0.333333,0.25,177.923528,1,12
621.11,0.333333,0,549.02708,0,12
0,0,0,287.460527,0.111111,11
0,0,0,122.432543,0.125,12
0,0.25,0.25,54.016822,0.75,12
0,0,0,13916.08593,0,11
8053.95,0.833333,0,219.761189,0.777778,12
0,0,0,146.033981,0.125,11
500,0.083333,0,322.162263,0,12
0,0,0,268.910746,0,9
1060.7,0.666667,0.25,196.198784,0,12
0,0,0,2807.621139,0.090909,12
0,1,0.857143,102.88597,0.2,7
0,1,1,194.28365,0.583333,12
0,0.166667,0.083333,,0,12
1072.46,1,0.916667,297.682079,0.083333,12
0,0,0,65.340571,1,12
0,0,0,328.52876,0,6
0,0.375,0.25,55.178854,0,8
0,0.75,0.75,174.822875,0.777778,12
0,0.714286,0.714286,81.694504,0,7
0,1,1,100.747103,0.4,12
0,0,0,2214.506825,0,12
0,1,0.916667,170.993091,0.090909,12
977.85,1,0.916667,172.161277,1,12
280.1,0.25,0.083333,328.182068,0,12
192.23,0.3,0,138.292112,0,10
0,0.416667,0.416667,88.133951,0.2,12
0,0.75,0.75,177.179057,0.272727,12
0,1,1,170.609124,0.909091,12
0,0,0,0.311953,0,8
0,1,1,176.463251,0.545455,12
0,1,0.888889,2.167809,0,9
942.12,0.833333,0.166667,459.735118,0,12
0,0.916667,0.916667,176.825347,0.818182,12
57,0.125,0,,0,8
0,0,0,,0,12
0,0.75,0.666667,1299.927384,0,12
0,1,1,29.977414,0,12
0,0,0,415.089844,0.111111,12
808.99,0.090909,0,252.640741,0,11
2463,0.166667,0,16638.73385,0,12
1596.8,0.666667,0.416667,413.987806,0,12
0,0.75,0.666667,883.852995,0,12
0,0.833333,0.833333,97.012092,0,6
0,0.916667,0.916667,186.96613,0,12
0,0,0,1073.237454,0,12
0,0,0,106.285,0.333333,12
0,1,0.916667,176.481806,0.3,12
0,0,0,67.786744,0,9
0,0.5,0.416667,80.676988,0.222222,12
0,0,0,228.622281,0,12
0,1,0.916667,176.356576,0.363636,12
2000,0.285714,0,970.683654,0.285714,7
2985.92,0.916667,0.75,602.963244,0,12
1370,0.083333,0,451.584847,0,12
0,0.545455,0.454545,,0,11
0,0,0,372.930377,0,11
0,1,0.916667,178.511595,0.909091,12
0,1,0.916667,175.012705,0,12
431.37,0.181818,0.090909,,0,11
554.1,0.333333,0,264.464403,0,9
0,0,0,460.6965,0,7
1200,0.090909,0,,0,11
124.7,1,0.916667,91.328536,0.333333,12
3950,0.25,0,303.462882,0,8
0,0.916667,0.833333,179.415689,0.444444,12
0,1,0.916667,30.784961,0,12
0,1,0.916667,16.127297,0,12
0,0,0,1.721007,1,12
0,1,0.916667,,0,12
44.7,1,0.916667,3644.17131,0.090909,12
0,0,0,,0,12
0,0.916667,0.916667,165.163582,0.6,12
0,0,0,740.016026,0,7
2918.08,0.571429,0,297.395431,0,7
0,0.5,0.416667,167.126034,0.3,12
409.3,0.583333,0.5,179.258575,0,12
40,1,0.909091,199.424526,0.1,11
0,1,0.909091,137.475237,0.1,11
0,0.272727,0.181818,248.667131,0,11
452.32,0.818182,0.727273,208.895886,0.1,11
370,0.142857,0,50.055024,0.5,7
0,1,0.909091,46.022249,0.25,11
0,1,0.909091,139.614749,0.777778,11
0,1,0.909091,586.9257,0,11
227.14,0.727273,0.545455,144.115556,0.333333,11
0,1,0.909091,152.259932,0.888889,11
0,0,0,178.518687,0,11
0,0.545455,0.454545,127.387848,1,11
0,0.818182,0.727273,137.385624,1,11
0,0.545455,0.454545,776.501849,0,11
0,1,0.909091,158.394845,1,11
0,1,0.909091,229.36123,0.333333,11
0,0,0,420.892534,0,8
500,0.3,0,136.561868,0.5,10
0,0,0,130.9144,0,7
0,0,0,257.081648,0.125,11
0,0.909091,0.818182,153.511082,0.777778,11
0,0,0,229.740381,0,10
0,0.909091,0.818182,89.711672,0.428571,11
70,0.090909,0,75.029727,0,11
320,0.1,0,1032.825027,0,10
0,0.909091,0.818182,149.045135,0.25,11
0,0.5,0.4,116.745902,1,10
0,1,0.9,161.816503,0.444444,10
0,0,0,332.643584,0,10
228.1,0.6,0.4,136.443554,0,10
0,0,0,166.541878,0,10
348.46,0.833333,0.5,752.210311,0,6
0,0,0,39.421396,1,10
0,1,0.9,144.687135,1,10
245.01,0.1,0,966.611926,0,10
0,0.555556,0.444444,461.990627,0,9
0,0.833333,0.666667,81.781365,1,6
0,1,0.9,134.58759,0.25,10
0,0.7,0.6,18.214417,0,10
0,1,0.9,93.210172,0.571429,10
1943,0.6,0,142.241273,0.555556,10
0,0,0,203.880732,0,10
0,1,0.9,,0,10
0,0,0,480.409005,0,10
344.8,0.5,0.25,371.118209,0,8
0,0.9,0.8,135.039818,1,10
95,0.1,0,120.66671,0,10
50,0.9,0.8,334.254826,0,10
0,0.9,0.8,91.631089,0.375,10
44.8,1,0.9,144.369426,1,10
364.8,0.333333,0,121.749604,0,9
0,0,0,70.937243,0.5,10
0,0,0,1006.983314,0,10
0,0.888889,0.777778,130.085578,0.857143,9
0,0,0,124.57398,0,9
60,0.125,0,194.752231,0.333333,8
0,1,0.888889,132.188181,0,9
0,1,0.888889,132.432847,0.285714,9
0,0,0,179.715573,0,9
0,1,0.833333,27.446256,0.2,6
166.8,0.444444,0.222222,72.507248,0,9
0,1,0.888889,125.3494,0,9
0,0.666667,0.444444,105.04247,1,9
0,1,0.888889,148.510706,0,9
460.89,1,0.888889,130.035215,0.714286,9
0,1,0.888889,127.402267,1,9
0,1,0.888889,128.961432,0.857143,9
0,0,0,514.143157,0,8
0,0.777778,0.666667,41.249133,0.25,9
0,0,0,7.221665,1,6
0,0,0,128.759514,0,9
35.09,0.222222,0.111111,106.028116,0,9
0,0,0,157.063207,0,9
0,0.555556,0.444444,128.231992,0,9
