BALANCE_FREQUENCY,ONEOFF_PURCHASES,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,MINIMUM_PAYMENTS,TENURE
0.545455,0,0,0.416667,146.450708,12
0.818182,152.4,0.083333,0.166667,146.965562,12
1,0,0,0.416667,,12
1,149,0.166667,0.166667,1969.536576,12
1,0,0,0,184.562158,12
1,0,0,0.833333,81.829414,6
1,0,0,0,402.871353,12
1,395.05,0.333333,0.333333,438.283058,12
1,126.03,0.090909,0,186.404421,11
1,384.05,0.333333,0.833333,162.562704,12
0.888889,0,0,0.777778,122.277171,9
1,0,0,0,251.861789,12
0.818182,1270.59,0.583333,0,147.45012,12
1,95.08,0.083333,0,16415.73279,12
0.25,0,0,0,,8
1,38,0.083333,0.166667,162.398092,12
0.571429,133,0.142857,0,96.858626,7
1,0,0,1,4224.383226,12
0.909091,3008.55,0.833333,0.25,45.434563,12
1,89.04,0.083333,0,96.885791,12
1,628.8,0.166667,1,961.531428,12
0.909091,0,0,0,481.175275,12
1,651.91,0.416667,0,3520.912186,12
0.909091,966.8,0.416667,0.25,260.480387,12
0.363636,449.32,0.166667,0,131.749774,12
1,184.7,0.166667,0,4792.61355,12
1,0,0,0,261.125552,12
0.181818,0,0,0,173.24367,12
1,777.66,0.25,1,4696.075967,12
1,74.17,0.090909,0,1516.892745,11
1,339.1,0.833333,0.916667,102.273663,12
0.181818,0,0,0,87.32882,11
0.727273,0,0,1,85.990408,12
0.545455,105,0.166667,0.833333,114.089533,12
1,687.57,0.333333,0.833333,405.944341,12
1,158.95,0.375,0,185.179066,8
0,54,0.083333,0.5,,12
1,501.95,0.083333,0.833333,132.158949,12
1,0,0,0,232.004681,7
0.727273,0,0,0.75,160.970746,12
0.181818,112.23,0.083333,0,88.670668,12
0,0,0,0.083333,81.403177,12
1,582.74,0.083333,0.083333,223.726642,12
1,339,0.083333,0.416667,610.833365,12
0.888889,2118.42,0.222222,0,1312.069434,9
0.818182,874.84,0.416667,0.166667,138.434369,12
0.727273,0,0,0,219.966022,12
1,1100,0.083333,1,305.331243,12
1,250,0.166667,0.75,332.043275,12
1,0,0,0.333333,711.321984,12
1,0,0,0.25,136.782541,12
0.1,0,0,0,18.249813,10
0.818182,0,0,0,447.811073,12
0.181818,53.09,0.083333,0,86.885269,12
1,11.9,0.083333,0.166667,163.317598,12
1,45.65,0.083333,0,231.564246,12
0.909091,0,0,0.833333,3240.48429,12
0.636364,0,0,0.583333,141.915829,12
1,0,0,0,298.011965,12
1,251,0.166667,0.75,853.911515,12
0.545455,211.87,0.083333,0,133.988377,12
1,0,0,0,388.124821,12
0.625,216.49,0.125,0.375,1296.586971,8
1,243.23,0.111111,0.888889,107.879849,9
1,816.88,0.083333,0.333333,4257.948127,12
0.545455,0,0,0,394.904628,12
1,208,0.25,0,193.993752,12
1,0,0,1,556.63142,12
1,0,0,0,533.405391,11
0.818182,0,0,0,289.686899,12
1,1,0.083333,0,261.891219,12
1,0,0,0.916667,214.877676,12
1,326.74,0.25,0,199.590057,12
1,1478.93,0.333333,0,474.254444,12
1,1319.04,1,0,126.403394,12
1,0,0,0,439.164743,11
1,720.11,0.583333,0,193.498368,12
1,0,0,0,196.904622,11
1,91.8,0.083333,1,366.395498,12
0.909091,0,0,0,366.383649,11
0.636364,0,0,0.583333,146.493501,12
1,49,0.083333,0.416667,243.685673,12
1,1098.82,0.583333,0,141.008201,12
0.636364,0,0,0,146.913099,12
1,0,0,0.75,754.052041,12
1,905.6,0.916667,0.916667,183.782329,12
1,0,0,1,152.745483,12
1,2020,0.25,0,322.297689,12
1,0,0,0,1666.085318,12
1,64.82,0.142857,0,289.569906,7
0.571429,1222.98,0.428571,0,121.334941,7
1,1434.43,0.714286,0.857143,1339.665316,7
1,256,0.166667,1,1249.17396,12
1,0,0,1,745.781019,12
1,45.65,0.083333,0,,12
0.909091,44.9,0.083333,0.75,117.838976,12
1,0,0,0,305.129524,12
1,298.49,0.083333,0,216.036561,12
0.909091,752.9,0.166667,0.666667,216.497693,12
0.909091,1798.3,0.909091,0.272727,155.695781,11
1,329.96,0.083333,0,166.000398,12
1,0,0,0,352.392567,12
0.727273,0,0,0.5,133.44239,12
1,785.4,0.333333,0,251.963424,12
1,710.03,0.416667,0,234.569274,12
1,0,0,1,214.200975,12
0.454545,0,0,1,43.259694,12
1,0,0,0.666667,692.725571,12
1,300,0.083333,0.916667,185.037922,12
1,3224.34,1,0,123.696831,12
0.272727,54.45,0.083333,0,205.168209,12
1,0,0,0.916667,644.158808,12
1,0,0,0.916667,3236.66486,12
1,0,0,0.833333,2461.558168,12
1,1622.06,0.5,1,1823.789613,12
1,2655.15,0.818182,0.727273,194.290114,11
0.636364,0,0,0.416667,128.94568,12
0.636364,1212.87,0.166667,0.583333,88.997719,12
1,0,0,0.666667,268.949636,12
1,48.9,0.083333,0.25,233.341617,12
1,172.41,0.083333,0,242.770679,12
0.545455,0,0,0,120.041669,12
1,4065.93,0.75,0.583333,624.917306,12
1,240.2,0.333333,1,188.105787,12
1,1602.14,0.416667,0.333333,191.602655,12
0.272727,0,0,0.166667,163.465952,12
1,0,0,0,283.054152,12
1,635.79,0.25,0.666667,187.560093,12
1,945.45,0.333333,1,427.743632,12
1,0,0,0,746.131674,12
0.272727,0,0,0.833333,9.801394,12
1,0,0,1,194.064343,12
1,0,0,0,237.229776,12
0.636364,0,0,0.416667,112.569353,12
1,542.51,0.5,0,175.936604,12
1,0,0,0,3422.988223,10
1,1591.37,0.666667,0,228.555892,12
1,1099.72,0.5,0.333333,304.225119,12
0.181818,0,0,0,14.840576,12
1,0,0,0,1011.866344,12
1,45.65,0.083333,0,424.939464,12
0.636364,38.65,0.083333,0,162.687252,12
1,0,0,0,267.478951,10
1,0,0,0.166667,708.363328,12
1,19.75,0.083333,0,322.394919,12
1,105,0.083333,1,366.329349,12
1,158.45,0.25,0,443.538283,12
1,0,0,0,772.85986,12
0.875,0,0,0.75,111.573318,8
0.25,0,0,0,,8
1,0,0,0.583333,884.183626,12
1,0,0,0,741.924179,12
1,0,0,1,422.556516,12
0.181818,0,0,0,365.765347,12
1,11224.1,1,0.5,556.651236,12
0.636364,0,0,1,109.865935,12
1,0,0,0.166667,774.460823,12
1,0,0,1,162.909028,12
0.545455,149,0.083333,0,215.215582,12
1,369.8,0.25,0.083333,1093.199562,12
0.5,0,0,0.2,145.094293,10
0.666667,0,0,0,584.843007,6
1,484.46,0.333333,0.75,873.816183,12
1,0,0,0,195.413588,11
1,0,0,0.916667,373.079303,12
0.545455,0,0,0.916667,28.883262,12
1,1106.81,0.75,0.916667,585.993296,12
1,391.67,0.5,0,927.681751,12
1,0,0,1,1562.426492,12
1,40,0.083333,1,688.900224,12
1,2468.96,0.666667,0.333333,708.708009,12
1,0,0,1,202.391607,12
1,0,0,0.833333,344.759419,12
1,343.5,0.166667,0,168.986753,12
0.272727,76,0.083333,0,84.678373,12
0.090909,0,0,0.166667,98.859855,12
1,0,0,1,162.175616,12
1,752.97,0.666667,0,282.663936,12
1,0,0,0.916667,206.712535,12
1,413.16,0.416667,0,330.705914,12
1,0,0,0.916667,1247.614497,12
1,477.91,1,0.416667,173.2831,12
1,411.01,0.833333,0,188.121403,12
1,0,0,0,297.615348,7
1,0,0,0,1284.060029,12
1,0,0,0,460.334824,12
1,0,0,0,770.717959,12
1,1153.52,0.583333,1,236.645745,12
0.818182,1456.8,0.416667,1,136.71723,12
1,140.03,0.083333,0,203.599221,12
1,0,0,1,1938.332752,12
1,0,0,0.833333,87.232429,6
0.363636,0,0,0,403.883591,11
1,0,0,0,107.037616,8
1,0,0,0,398.358635,12
1,0,0,0.916667,181.013795,12
1,0,0,1,162.594517,12
1,1000,0.083333,0.583333,2449.812844,12
1,0,0,1,286.221253,12
1,1590.58,0.583333,0,622.038869,12
0.714286,0,0,0,200.248315,7
0.909091,0,0,0,391.470419,11
1,0,0,0,2754.62376,12
1,0,0,1,175.058479,12
1,0,0,0,469.774269,12
0.9,0,0,0.8,138.849662,10
0.181818,0,0,0.166667,83.689672,12
1,0,0,0.916667,195.907231,12
0.181818,0,0,0.166667,119.285915,12
1,49,0.083333,0,1164.897621,12
1,567.55,0.166667,0.833333,166.237338,12
1,0,0,1,1027.530687,12
1,928.18,0.454545,0.545455,963.517552,11
1,0,0,0,214.137194,12
0.909091,0,0,0.833333,149.123712,12
1,1361.65,0.25,0,152.368392,12
1,487,0.25,0.833333,575.913224,12
1,555,0.083333,0.333333,99.565218,12
1,70,0.166667,0.083333,316.534888,12
0.181818,0,0,0,,11
1,0,0,0.833333,78.504927,6
1,170,0.25,0.416667,904.654686,12
0.777778,0,0,0,1401.967646,9
1,0,0,0,334.274864,12
1,0,0,0,214.399847,12
0.909091,0,0,0,273.52542,12
0.454545,0,0,0.5,77.553281,12
0.909091,0,0,0,189.618452,12
1,103,0.083333,0.833333,768.267252,12
1,0,0,1,168.037964,12
1,2689.44,1,0.5,210.567593,12
1,0,0,1,171.92066,12
1,0,0,0,724.601528,12
1,0,0,1,166.39765,12
0.909091,0,0,0,376.80756,12
1,1200,0.083333,0,1172.021803,12
1,0,0,0,467.263413,12
0.636364,0,0,0.5,86.813318,12
1,0,0,0,4738.971247,12
0.818182,0,0,0.75,162.034789,12
0.090909,0,0,0.083333,98.617471,12
1,400.6,0.416667,0,170.326506,12
0.272727,0,0,0.166667,129.312379,12
1,0,0,0,596.988355,12
0.090909,49,0.083333,0,,12
0.909091,0,0,1,149.507563,12
1,0,0,0,1926.017588,11
1,0,0,1,185.947547,12
0.545455,0,0,0.5,44.570781,12
1,0,0,0,326.953822,12
1,0,0,0,888.371377,12
1,375.24,0.7,0,563.475533,10
1,0,0,1,2549.226889,12
0.636364,255,0.083333,0.25,88.853589,12
0.818182,0,0,0.666667,165.044111,12
1,1396.32,0.666667,0.75,643.861607,12
1,2155.67,1,0.416667,178.035597,12
1,0,0,0.083333,577.733132,12
1,100,0.083333,0.916667,504.64823,12
0.25,0,0,0.25,111.928897,8
0.545455,509,0.25,1,45.155492,12
1,0,0,1,197.915029,12
1,3358.25,1,0,202.790825,12
0.818182,0,0,0.75,151.01851,12
1,0,0,0.25,11.802831,12
0.090909,29,0.083333,0,,12
1,0,0,0.666667,207.003426,12
1,0,0,0.5,1032.599236,12
1,0,0,0,330.293724,7
1,0,0,0,975.830612,12
0.454545,15,0.090909,0,86.959785,11
1,331.87,0.75,0.625,462.78765,8
1,495.43,0.75,0,442.992384,12
0.727273,0,0,0.25,1008.776986,12
0,0,0,0.166667,14.45821,12
1,0,0,0,362.428606,12
1,0,0,0,185.615564,12
1,227.97,0.166667,0.75,882.951164,12
1,403.38,0.333333,0,398.248053,12
0.181818,0,0,1,0.319475,12
1,372.09,0.166667,0,574.750942,12
0.818182,2336.41,0.666667,0.583333,170.018992,12
0.833333,0,0,0,171.049246,6
1,155.8,0.083333,0,1749.680157,12
1,0,0,0,646.089964,12
1,0,0,0,2439.310585,12
1,0,0,0,719.810646,12
1,0,0,0,812.598903,12
1,0,0,1,171.520002,12
1,1712.75,0.25,0,1154.029789,12
1,153.5,0.166667,0.916667,163.608183,12
1,0,0,0.5,332.440855,12
0.888889,0,0,0.666667,116.628448,9
1,802.8,0.25,0.833333,215.790698,12
1,435.37,0.333333,0.416667,915.672534,12
0.454545,1934.16,0.416667,0,54.690715,12
1,66.5,0.083333,0,232.626904,12
0.909091,30,0.090909,0,176.843605,11
0.818182,0,0,1,127.210691,12
0.545455,1480.76,0.333333,0,153.303679,12
0.909091,0,0,0,342.36985,12
1,365.38,0.916667,0.416667,207.790429,12
0.545455,0,0,0.25,113.721974,12
0.636364,209,0.083333,0.5,204.316917,12
1,399.99,0.083333,0,204.400186,12
1,0,0,1,135.58233,12
1,495.7,0.5,0,859.154662,8
1,3191.23,0.25,0.916667,768.936115,12
1,0,0,1,9299.951204,12
0.727273,87.67,0.083333,0,86.6785,12
1,0,0,0,353.215704,12
1,0,0,0,587.096981,12
0.909091,1153.34,0.583333,0.25,171.444686,12
1,57,0.166667,0,498.342596,12
0.285714,0,0,0.857143,16.087082,7
1,0,0,0,269.826013,12
0.909091,0,0,0.833333,159.033099,12
0.272727,0,0,0.25,135.799005,12
1,35,0.083333,0,698.019678,12
1,0,0,0.916667,4754.136596,12
1,0,0,0,212.665892,12
1,738.41,0.5,0.333333,170.786793,12
1,347.61,0.25,0.75,160.362153,12
0.833333,85,0.166667,0.666667,88.127077,6
0.888889,0,0,0,146.976542,9
1,0,0,0,320.133269,12
1,0,0,0.636364,2928.101382,11
0.9,0,0,0,178.028403,10
0.727273,0,0,0.583333,185.815051,12
1,0,0,0,178.257591,6
0.909091,1341.62,0.363636,0,708.609079,11
0.909091,764,0.166667,0.833333,178.002763,12
0.909091,0,0,0,192.140691,12
1,399.62,0.166667,0.333333,881.446699,12
0.545455,0,0,0.666667,61.021667,12
1,155,0.1,0,89.92398,10
1,0,0,1,140.596138,12
1,0,0,1,1431.799502,12
1,0,0,0,776.108751,12
0.909091,0,0,0.181818,146.069474,11
1,362.33,0.583333,1,212.715695,12
0.272727,20,0.083333,0,107.00915,12
1,20,0.083333,0,198.241326,12
1,631.63,0.916667,0.916667,167.104469,12
1,1,0.083333,0.166667,417.694654,12
1,0,0,1,3662.236048,12
0.1,0,0,0.2,,10
1,0,0,0,546.699776,12
0.545455,0,0,0.25,84.236228,12
1,182.37,0.333333,0.166667,697.038439,12
1,0,0,0.333333,215.395806,12
1,0,0,0,266.857429,12
1,120,0.125,0.875,857.134571,8
0.636364,717.95,0.636364,0,92.807829,11
0.857143,0,0,0.428571,352.00023,7
1,0,0,0.25,171.993034,12
1,0,0,0,325.505999,12
1,0,0,0,476.311984,12
0.363636,0,0,0.25,166.384674,12
0.909091,0,0,0.916667,98.74335,12
1,4539.7,1,0.666667,904.850068,12
1,250,0.083333,0.25,260.332459,12
1,2666.32,1,0.833333,574.771719,12
1,0,0,1,55.716728,12
1,0,0,0.083333,,12
1,45.65,0.083333,0,2917.469357,12
1,183.81,0.416667,0.583333,175.210164,12
1,0,0,1,234.926499,12
1,0,0,0,372.603452,12
1,1367.65,0.166667,0.583333,210.086007,12
0.181818,284.5,0.083333,0,86.173877,12
0.454545,0,0,1,44.804433,12
1,108,0.166667,0.583333,3796.57669,12
0.833333,0,0,0,450.616731,6
1,0,0,0,410.402406,12
0.875,0,0,0,344.662808,8
1,0,0,0.333333,2977.301882,12
1,0,0,0,235.325924,12
0.363636,0,0,0.333333,70.78109,12
0,0,0,1,,12
1,0,0,0,756.052579,12
1,0,0,0.833333,177.972156,12
0.272727,0,0,0.25,130.382506,12
1,65,0.083333,0,207.770998,12
1,0,0,0,660.660155,12
1,0,0,1,181.392809,12
1,467.06,0.333333,0,1202.767539,12
1,1032.4,0.5,1,697.394834,12
0,0,0,0.75,,12
0.636364,0,0,0.333333,129.715755,12
0.181818,2080.51,0.166667,0,14.242628,12
0.818182,0,0,0.333333,137.482544,12
1,396.51,0.25,0.25,210.151115,12
1,289.86,0.25,0.916667,3354.1893,12
0.909091,0,0,0.75,184.597912,12
1,3113.59,0.916667,1,171.300306,12
1,328.21,0.083333,1,606.312146,12
1,0,0,0.75,168.66921,12
1,0,0,0.833333,167.38994,12
1,0,0,0,230.564527,12
1,0,0,0.333333,194.028384,12
1,0,0,1,,12
1,0,0,0.75,128.402444,12
1,890,0.166667,0.166667,330.125475,12
0.666667,1317.34,0.222222,0,185.210313,9
0.818182,0,0,0.833333,17.482689,12
1,0,0,0,303.515952,12
0.875,0,0,0.75,111.411433,8
1,523.09,0.166667,0.416667,426.96591,12
1,545.83,0.166667,0,735.839735,12
0.857143,950.19,0.714286,0.714286,229.489434,7
0.636364,303.51,0.333333,0,100.810197,12
1,118.16,0.166667,0.25,1440.449304,12
1,43.89,0.083333,0,536.479995,12
1,592,0.416667,0.75,429.239075,12
0.454545,0,0,0,515.375559,12
1,406.78,0.272727,0,114.512379,11
1,642.52,1,1,227.17588,12
1,0,0,1,794.656428,12
1,2156.94,1,0.666667,361.73511,12
1,4558.29,1,0.083333,185.710281,12
1,837.57,0.416667,0.5,138.105996,12
1,115.95,0.083333,0,374.43666,12
1,1022.66,0.5,0.666667,334.180282,12
0.454545,0,0,0.416667,139.831502,12
1,811.11,0.5,0,257.174899,12
0.909091,0,0,0.833333,160.392028,12
1,374.53,0.5,0,432.324173,12
1,0,0,1,3605.839798,12
1,0,0,0,310.454708,12
1,0,0,1,181.026879,12
0.777778,0,0,0,478.995513,9
0,0,0,1,,12
1,0,0,1,179.447673,12
0.363636,1352.1,0.166667,0,77.571584,12
0,0,0,1,13.395434,12
1,0,0,0.25,443.131452,12
1,0,0,0,190.628474,12
1,0,0,0.916667,13333.79401,12
1,1919.37,0.416667,0.416667,2151.054928,12
1,150,0.083333,0,585.518894,12
1,819.32,0.333333,0.333333,1226.820327,12
1,899.82,0.416667,0.25,242.76267,12
1,89.9,0.083333,0.25,807.206399,12
1,395.92,0.166667,1,3959.316506,12
0.363636,0,0,0.416667,99.249569,12
0.636364,0,0,0.5,663.911004,12
0.363636,0,0,0.333333,67.294065,12
1,1591.65,0.583333,1,438.77119,12
1,0,0,0.166667,166.281511,12
1,0,0,0,518.930756,12
1,0,0,0.833333,174.762624,12
1,120,0.083333,0,470.738221,12
1,1433.1,0.583333,0.833333,847.217144,12
0.454545,0,0,0.583333,54.86388,12
1,1662.41,0.5,0,1995.395096,12
0.545455,0,0,0.636364,140.926151,11
1,0,0,0,278.361413,12
1,350,0.090909,0,444.0465,11
1,0,0,0,177.363707,12
0.714286,0,0,0,103.323766,7
0.909091,0,0,0,299.913534,12
1,0,0,0,794.238939,12
0.090909,0,0,0,,12
0.909091,0,0,0,1013.048371,11
1,0,0,1,107.142757,12
0.545455,136.08,0.333333,0,111.278576,12
0.636364,0,0,0.416667,159.678414,12
1,178,0.083333,0,405.644986,12
1,167,0.083333,1,161.738416,12
1,23.75,0.083333,0,139.651483,12
1,0,0,0,1214.517778,12
1,0,0,1,1425.965198,12
1,0,0,0.5,798.909471,12
1,0,0,0.916667,209.716038,12
1,50,0.083333,0,655.027716,12
1,504.87,0.166667,0,173.032903,12
0,0,0,1,,12
1,0,0,1,1274.258165,12
0.272727,148,0.083333,0,165.37547,12
1,0,0,0.666667,13564.39121,12
1,0,0,0.666667,586.252419,12
1,500,0.111111,0,357.651724,9
1,1591.11,0.666667,0,632.484083,12
1,312.5,0.166667,0,208.991873,12
1,26.5,0.083333,1,958.88945,12
1,0,0,0.5,210.722512,12
1,0,0,1,137.341622,12
0.909091,0,0,0.166667,2863.640612,12
1,2626.58,0.5,0.083333,1653.336976,12
1,461.77,0.25,1,167.328894,12
1,168.54,0.25,1,168.015528,12
1,0,0,0,275.729456,12
0.545455,0,0,1,88.325372,12
0.090909,0,0,1,,12
1,0,0,0,488.537242,12
1,0,0,1,173.361571,12
1,644.67,0.416667,1,162.738008,12
1,0,0,0,431.459141,12
1,0,0,1,868.806527,12
1,2766.92,0.583333,1,291.309586,12
1,401.7,0.25,1,1106.494745,12
0.875,0,0,0,646.37505,8
0.818182,4562.69,0.25,0,165.965951,12
0.363636,2971.83,0.333333,0,358.523649,12
1,0,0,0.416667,1281.740206,12
1,0,0,1,164.519177,12
0.857143,0,0,0,24.421074,7
1,0,0,1,1606.324111,12
0.454545,0,0,0.416667,26.092644,12
1,0,0,0,242.466254,12
1,0,0,1,171.63298,12
1,2202.78,1,1,191.304474,12
1,0,0,1,170.678477,12
1,0,0,0.285714,608.642269,7
1,45.65,0.083333,0.916667,1205.387032,12
0.454545,0,0,1,84.153407,12
0.909091,0,0,0.833333,146.346103,12
1,0,0,0.916667,171.920886,12
1,0,0,0,184.671844,12
0,0,0,0.083333,,12
1,0,0,0.5,501.699229,12
1,653.76,1,0.666667,166.655851,12
1,0,0,0.5,324.783283,12
1,3217.43,0.4,0.7,131.425363,10
1,0,0,0,753.530747,12
0.909091,69.32,0.166667,0.25,215.422442,12
1,79,0.083333,0.75,194.534934,12
0.545455,0,0,0.5,0.037744,12
0.636364,702.32,0.333333,0,105.008756,12
0.909091,125,0.083333,0.75,172.472222,12
1,2416.31,0.75,0.666667,219.112899,12
1,205.54,0.166667,0,539.082396,12
1,280.6,0.25,1,2405.692294,12
0,0,0,1,,12
0.909091,0,0,0.5,156.291747,12
1,0,0,1,163.023401,12
1,0,0,0,325.729395,11
1,294.7,0.416667,0.666667,334.086716,12
0.454545,312.85,0.166667,0.166667,290.219348,12
0.111111,240.47,0.111111,0,,9
1,0,0,0.6,176.107285,10
1,1693.5,0.666667,0.666667,169.176825,12
1,0,0,1,1278.329537,12
1,0,0,1,470.6688,12
0.5,712,0.2,0,115.956204,10
1,55,0.083333,0,329.619743,12
0.272727,0,0,0.166667,178.54837,12
1,0,0,0.416667,141.557845,12
1,114,0.166667,1,421.865373,12
1,0,0,0.333333,103.72423,12
1,0,0,1,177.76209,12
1,0,0,0.111111,527.241583,9
0.090909,0,0,0.083333,,12
1,116.23,0.166667,0.333333,190.313074,12
0.454545,0,0,0.416667,94.456281,12
1,132,0.166667,1,151.846536,12
0.454545,0,0,0,70.797458,12
1,0,0,0,501.403933,12
1,0,0,0,602.964607,12
0.636364,316.5,0.416667,0.083333,141.778284,12
0.909091,0,0,0,456.342225,12
0,0,0,1,,12
1,3266.29,0.545455,0.272727,4762.246065,11
1,111.54,0.083333,0,1781.099062,12
0.5,152.84,0.333333,0,,6
1,0,0,0.916667,124.032106,12
1,0,0,0,299.52845,12
0.454545,0,0,0,44.502743,12
1,0,0,0.916667,161.591908,12
0.545455,0,0,0.5,95.577384,12
1,0,0,0.5,1913.53663,12
0.545455,0,0,0.583333,1.113027,12
0.636364,0,0,0.666667,107.871575,12
0.636364,0,0,0.583333,156.915101,12
0.363636,197,0.083333,0.166667,189.428672,12
0.75,1229.02,0.75,0.625,136.729435,8
1,0,0,1,116.286777,12
1,0,0,1,151.615333,12
0.636364,0,0,0.666667,58.437329,12
1,45.65,0.083333,0,309.777674,12
1,0,0,1,2070.636374,12
1,0,0,1,197.3922,12
0.727273,0,0,0,415.361186,12
0.545455,0,0,0.545455,81.861265,11
1,0,0,1,165.251013,12
0.833333,0,0,0,200.106261,6
0.909091,0,0,0.833333,164.492005,12
1,0,0,0.833333,1081.645567,6
0.818182,0,0,0.75,125.416136,12
0,0,0,1,,12
0.454545,316.3,0.166667,0,57.214333,12
1,102.6,0.111111,0.222222,1395.338044,9
0.818182,0,0,0.666667,132.500307,12
1,0,0,0.333333,196.742169,12
1,458.47,0.25,0,176.175087,12
1,0,0,0,737.614283,9
0.818182,0,0,0.583333,147.347019,12
1,0,0,0,439.557388,12
1,317,0.166667,0.75,351.601266,12
1,0,0,0.166667,1331.978248,12
0.090909,0,0,0.083333,,12
0.5,0,0,0.333333,83.653033,6
0.636364,0,0,0,165.68519,12
0.545455,0,0,0.833333,32.475254,12
1,0,0,1,156.723469,12
1,1056.66,1,0.75,153.957216,12
1,0,0,1,3449.118706,12
0.727273,88.51,0.25,0,189.097848,12
1,0,0,0.666667,20316.09631,12
1,411.25,0.333333,0,205.343101,12
0.636364,235,0.083333,0.416667,127.625326,12
0.636364,1310.2,0.166667,0,195.547987,12
1,151.13,0.166667,0,619.460541,12
0.727273,72,0.25,0,205.53426,12
0.545455,0,0,0.25,0.059481,12
1,0,0,0.666667,195.196969,12
1,631,0.083333,1,167.893173,12
0.909091,0,0,1,44.092575,12
1,703.05,0.25,0,421.150061,8
1,180,0.142857,0,247.576103,7
0.909091,0,0,0.166667,148.887545,12
0.888889,2025.26,0.888889,0.111111,304.093968,9
1,0,0,1,130.9779,12
0,0,0,1,,12
1,0,0,1,205.066245,12
0.454545,1428.97,0.25,0,77.509848,12
1,669,0.083333,0.833333,25312.16069,12
1,0,0,1,662.791956,12
1,280.04,0.714286,0.428571,500.726579,7
1,57.66,0.25,0,294.22163,12
0.636364,1156,0.083333,0,247.289712,12
0,0,0,0.25,,12
0.636364,0,0,0,162.701658,12
0.818182,0,0,0.5,112.818984,12
1,0,0,0,675.477318,12
1,0,0,0.833333,81.689039,6
1,0,0,0,305.833099,12
1,356.8,0.5,0,600.434653,12
1,15,0.083333,0,436.116254,12
1,0,0,0.833333,150.868096,12
0.909091,0,0,1,144.853589,12
1,0,0,0,2723.330171,12
0.727273,0,0,0.666667,148.543097,12
0.727273,0,0,0.666667,106.73778,12
1,0,0,1,178.181993,12
1,0,0,0.833333,188.4713,12
0.833333,0,0,0,541.703109,6
1,38,0.083333,0.75,1040.035593,12
1,0,0,0,219.002184,12
1,0,0,0,263.394207,12
0,0,0,1,,12
1,190,0.25,0,12496.86093,12
0.818182,1300,0.083333,0.083333,1309.066961,12
1,0,0,0,543.171342,12
1,50,0.083333,0.916667,804.760271,12
1,285.07,0.363636,0,556.449635,11
1,0,0,0.666667,227.800157,12
1,0,0,0.666667,218.717866,12
0.818182,0,0,0.666667,86.700821,12
0.818182,0,0,0.833333,155.528119,12
1,103.68,0.083333,0,264.213167,12
1,1046.04,0.916667,0,139.562971,12
1,0,0,1,234.724653,12
0.833333,365,0.166667,0.5,70.63746,6
1,0,0,0,358.446917,12
1,0,0,1,7614.675316,12
0.363636,0,0,1,35.518109,12
0.272727,0,0,0.166667,132.06983,12
1,0,0,0.916667,73.081017,12
1,0,0,0,303.579585,7
1,599.55,0.333333,0,388.868388,12
1,0,0,0.666667,173.099027,12
1,0,0,0,208.295476,12
1,2635.25,1,0,193.086366,12
1,1608.95,0.833333,0.666667,455.333953,12
0.454545,0,0,0,190.229372,12
1,0,0,0,647.508482,12
1,422.55,0.333333,0,3078.97554,12
1,0,0,1,169.332847,12
1,0,0,1,1082.915299,12
0.818182,497.75,0.25,0.666667,177.146564,12
0.888889,0,0,0.555556,124.55425,9
0.909091,0,0,0,,12
0,0,0,0.75,,12
0.625,630.61,0.625,0.25,119.28773,8
1,0,0,0,846.157055,12
0.818182,0,0,0.083333,353.354446,12
0.727273,0,0,0.333333,115.940194,12
1,0,0,0,428.134666,12
1,1021.73,0.636364,0.636364,623.905482,11
0.454545,0,0,1,22.461659,12
0.545455,0,0,0.25,99.057422,12
0,0,0,1,,12
0.181818,0,0,0.25,125.327855,12
1,0,0,0.916667,163.027724,12
1,504,0.666667,0,2829.064077,12
1,277.85,0.416667,1,1023.699081,12
0.222222,290.57,0.222222,0.111111,,9
1,8.4,1,0,516.511551,12
1,0,0,0.75,1379.505263,12
1,0,0,0.875,108.294662,8
0.875,0,0,0,694.749539,8
0.714286,626.56,0.428571,0,274.369204,7
1,76,0.083333,0.75,180.646996,12
0.181818,0,0,1,12.224702,12
0.909091,450,0.818182,0,496.215787,11
1,0,0,1,193.76002,12
0.454545,0,0,0.416667,177.375481,12
0.909091,910.46,0.416667,0.416667,153.924261,12
0.363636,0,0,0.25,59.907285,12
0.818182,544.3,0.333333,0.416667,165.185385,12
0.727273,0,0,0.083333,654.861921,12
0.818182,0,0,1,96.838061,12
0.818182,648.9,0.25,0,156.724637,12
0.272727,0,0,0.090909,210.244734,11
0.454545,165.57,0.166667,0,117.075212,12
0.727273,0,0,0.583333,120.226935,12
1,0,0,0.75,444.166223,12
1,0,0,0.75,207.773791,12
1,0,0,0,1202.98256,12
1,0,0,0,519.466863,12
1,0,0,0,418.773876,12
1,0,0,0,814.423515,12
1,0,0,0.666667,165.879808,12
1,0,0,0.916667,631.508634,12
0.727273,0,0,0.666667,115.36213,12
0.363636,0,0,0.25,220.621064,12
1,1065.65,0.333333,0,830.737525,12
1,656.6,0.333333,1,635.438391,12
1,0,0,1,179.311685,12
1,0,0,1,785.942834,12
1,0,0,0,574.800789,12
0.454545,2071.92,0.5,0,59.598451,12
1,253.31,0.333333,0,536.299167,12
